row_id	ind	tyv	ru	split
27005	27021	бо медээ ону кайгаткан	эта весть его потрясла	train
31463	31479	командировкада деп санадыр	числиться в командировке	train
3746	3760	Азаргаар	Относиться с брезгливостью	train
12191	12206	башкарар	вести	train
35211	35229	өөдежок кижи	мокрая курица	train
40063	40081	далдаар	выбирать	train
7354	7369	Эдилээни мөңгүн болзун	Носимые вещи серебряными пусть будут	train
33849	33866	тууйбу бажың	кирпичный дом	train
316	330	Өске талазында, күзелдиг шупту кижилерге малды үлээринге бюджет чедишпес.	Но с другой, у нас ограничен бюджет, чтобы бесплатно раздавать скот всем.	train
15789	15804	дыка чараш	самый красивый	train
26325	26341	тускай мергежилдиг кижилерни белеткээр	подготовить специалистов	train
26767	26783	эртежик турар	встать пораньше	train
21520	21536	номнуң арнының сыгыын эдер	отогнуть страницу книги	train
28440	28456	шалың дүжер	покрыться росой	train
48992	49013	кончуг дүрген	стремительный	train
24499	24515	уругну уруг садынга бээр	отдать ребёнка в детский сад	train
47955	47976	болдурар	создать	train
11959	11974	ээлдек	вежливый	train
5177	5191	кончуг дүрген хүлээп алдынган шиитпир 	 мгновенное решение	train
16392	16407	сеткилге тааржыр	по сердцу	train
31992	32008	үнелиг белектер	щедрые подарки	train
45524	45543	күзел чок	неохотно	train
5742	5756	кызыл өөш аксы 	 глотка	train
14768	14783	арылар шагар	пчёлы жалят	train
11610	11625	чер	бюро	train
36330	36348	бужар-бак үүлгедиг	мерзкий поступок	train
37480	37498	буруулугларны ялалаар	наказать виновных	train
21925	21941	чем чииринге ынак кижи	охотник поесть	train
43709	43728	ооң бажыңы хем чанында	его дом находится у реки	train
48263	48284	кырыыр	состариться	train
42208	42226	узун хуусаалыг чээли	долгосрочный кредит	train
47799	47820	дүүштүрер	совмещать	train
37350	37368	бир хонукта бир инектен саар сүт	средний надой на корову в сутки	train
31648	31664	кылаш даажын дыңнап каар	услышать чьи-либо шаги	train
9613	9628	ат-алдар	авторитет	train
645	659	Школаңарда спорт залы бар бе?	Есть ли спортивный зал вашей школе?	train
45313	45332	кадык эвес	нездоровый	train
19685	19701	шын орукче киирер	обратить на путь истины	train
20289	20305	чүректиң чагланыры	ожирение сердца	train
15499	15514	бодунуң камгалалынга алыр	взять подсвою защиту	train
15311	15326	бодунуң өрээлинге	у себя в комнате	train
48678	48699	стаж	стаж	train
20664	20680	сценаның көжегезин хаар	опустить занавес на сцене	train
9766	9781	онза чугула	актуальный	train
13296	13311	ириңнээн черни дежер	вскрыть нарыв	train
16739	16754	удавас чай	скоро лето	train
13627	13642	аржыылды кармактан уштур	вытащить платок из кармана	train
19642	19658	байдал дүшкүүрленген	положение обострилось	train
31814	31830	делгем экранныг кинотеатр	широкоэкранный кинотеатр	train
43164	43183	чээрби рубль немээр	набавить двадцать рублей	train
46279	46299	чүктер	страны света	train
15840	15855	шынап-ла	в самом деле	train
20222	20238	дайзынны тиилээр	одолеть врага	train
41933	41951	көрүштүг пейзаж	колоритный пейзаж	train
3313	3327	Бөгүн соок-тур, хар аагындан ынчап тур боор	Сегодня холодно, видимо от того, что выпал снег	train
40873	40891	алды чүс тос	шестьсот девять	train
30608	30624	шоолуг эвес	не в форме	train
10898	10913	кылаңнааш	блеск	train
13631	13646	доозунну чүлгүүр	вытереть пыли	train
39060	39078	кайыын-даа медээ чок	ниоткуда нет известий	train
19633	19649	чаа черге доктаап чурттаар	обосноваться на новом месте	train
26829	26845	ыяш тарыыры	посадка деревьев	train
20996	21012	чечээргээр	говорить остроты	train
8716	8731	үлетпүр барааннары	промышленные товары	train
27924	27940	шилип ап	с разбором	train
44973	44992	эге	начальный	train
47486	47507	дидим кижи	смельчак	train
46585	46605	сеанс	сеанс	train
24421	24437	харыы	ответ	train
30261	30277	корум-чурум тургузар	установить порядок	train
25968	25984	хоойлуну үрээр	переступить закон	train
18289	18305	тарааны элеваторга дужаар	ссыпать зерно в элеватор	train
882	896	Найыралывыс быжыг болзун!	Пусть крепнет наша дружба!	train
32369	32385	мен база ынаар бар чор мен	и я туда иду	train
22859	22875	аарыг кижини шинчиир	обследовать больного	train
543	557	Дузалааныңарга четтирдим.	Благодарю вас за помощь.	train
41559	41577	медээлер шынныг үндезиннерден үнүп турар	сведения исходят из верных источников	train
22165	22181	хевирниң бөдүүнү	простота образа	train
10339	10354	ужу-кыдыы чок	безграничный	train
16299	16314	бо дораан, доп-дораан	сию секунду	train
26568	26584	мен чөпшээрежип эгелээн мен	я пошёл на уступки	train
1979	1993	күрүнениң социал хүлээнилгелери	социальные обязательства государства	train
2796	2810	ажыктыг	целесообразный	train
13653	13668	сагыштан ыравас	не выходит из головы	train
20100	20116	барымдаа чок буруудадыышкын	огульное обвинение	train
34990	35008	балыг ханзырап тур	рана кровоточит	train
8621	8636	техниктиг культуралар	технические культуры	train
12605	12620	байдалы билдинмес болур	висеть в воздухе	train
24766	24782	кичээнгейлиг көөр	отнестись внимательно	train
4541	4555	Бадылга	Уверение	train
36136	36154	ие дег чассыдыышкын	материнская ласка	train
47940	47961	хомудал	сожаление	train
33113	33130	билинмейн баар	прийти в исступление	train
49337	49358	тукту көдүрер	поднять флаг	train
11799	11814	хажыызынче	вбок	train
501	515	Байырлыг!	До свидания!	train
21855	21871	тырткан акша	отчисления	train
4985	4999	немелде шиитпир 	 дополнительное решение	train
13568	13583	ады, адазының адының эге үжүктерин оя кезер	вырезать инициалы	train
2922	2936	арга-мергелиг ажылчын	квалифицированный работник	train
18979	18995	дөрт мөчү	четыре конечности	train
36536	36554	эрткен чыл	минувший год	train
44893	44912	дүрбүүр	натереть	train
12740	12755	даштында	вне	train
47658	47679	чавызаары	снижение	train
41107	41125	сес чүс дөртен үш	восемьсот сорок три	train
15992	16007	кызаңнааш кызаш дээн	сверкнула молния	train
46214	46234	алгы-кышкы намдаан	крики стихли	train
40469	40487	ийи чүс беш	двести пять	train
15163	15178	куспактаар	заключить в объятия	train
31626	31642	ол кижи өрээлге кирип кээри билек	чуть он вошёл в комнату	train
16086	16101	лаа	запальная свеча	train
27454	27470	алыс бүдүжүнден хөглүг	весёлый по природе	train
7027	7042	тускай чурумнуг	свой порядок	train
45223	45242	чиик өртек-биле	недорого	train
43577	43596	аар чүве көдүрерде, күженир	напрячься, поднимая тяжесть	train
30534	30550	Бүгү делегейниң профэвилелдериниң федерациязы	Всемирная федерация профсоюзов	train
5987	6002	хайдак инек 	 дойная корова без теленка	train
23919	23935	албан-дужаалындан хостаар	освободить от должности	train
6961	6976	оваа дагаанда	освещение оваа	train
31349	31365	кара металлургия	чёрная металлургия	train
44816	44835	кочулаан	насмешливый	train
30988	31004	киргирээш үн-биле чугаалаар	говорить хриплым голосом	train
33856	33873	тарак	кислое молоко	train
11651	11666	бажыңдан	от дома	train
46956	46977	бужар	скверный	train
40324	40342	алдан	шестьдесят	train
4714	4728	Байбаң	Развязность	train
48323	48344	хевээр артар	сохранять	train
38593	38611	тура чок чорупкан	пошёл с неохотой	train
42687	42706	солун таварылга	любопытный случай	train
23278	23294	дөмей фамилиялыг кижи	однофамилец	train
29501	29517	бөрү аңчыдан дезе берген	волк убежал от охотника	train
23696	23712	чер аразын тодарадыр	определить расстояние	train
25436	25452	кым-бир кижиниң хуу-салымынга таваржыр	падать на чью-либо долю	train
36980	36998	логика ёзугаар бодаар	логически мыслить	train
46507	46527	харылзаа	связь	train
38429	38447	хоралыг салдарны узуткаар	нейтрализовать вредное влияние	train
15478	15493	кастар чалгыннарын далбаңнаткан	гуси захлопали крыльями	train
1746	1760	хамааты болуру	гражданство	train
6010	6025	боос бе 	 жеребая кобыла	train
22882	22898	ажыл херээңер кандыг тур?	как обстоят ваши дела?	train
9220	9235	хоозурадыр	пустить в трубу	train
14175	14190	дачага чурттаар	жить на даче	train
31895	31911	кол штаб	генеральный штаб	train
8208	8223	бай мен дээш, бардамнава	не гордись, что богат	train
38674	38692	эки хагбаан эжик	неприкрытая дверь	train
48146	48167	чедирери	сопровождение	train
13910	13925	чанагаш буттар	голые ноги	train
45800	45819	чүве аайы тыппас	неумелый	train
30376	30392	иезиниң иштинде	в утробе матери	train
46183	46203	чүү кандыг-даа болза	во что бы то ни стало	train
41699	41717	ооң өртээнге күш четпес-тир мен	это мне не по карману	train
9197	9212	үүле бүдүп эгелээн	лёд тронулся	train
20399	20415	хайыы орук	окольная дорога	train
46962	46983	өттүр чоруур	сквозной	train
17892	17907	элден аңдарлыр	сорваться с обрыва	train
40332	40350	алдан сес	шестьдесят восемь	train
1571	1585	чиг суг	сырая вода	train
19412	19428	бичии уругну эргеледир	обласкать малыша	train
37522	37540	кызар-өөкке кадалыр	наколоться булавкой	train
43172	43191	таакпыны даңзага тигер	набить трубку табаком	train
38806	38824	доозулбаан хевир	несовершенный вид	train
4336	4350	Аштанчыын!	Как хочется есть! 	train
22382	22398	хомудаанын билдиртпес	проглотить обиду	train
9602	9617	автомобиль-биле чоруур	ехать на автомобиле	train
35337	35355	кандыг-бир кижиге чашпаалаар	ходить перед кем-либо на задних лапах	train
31061	31077	шокар аржыыл	цветной платок	train
48181	48202	сорочка	сорочка	train
13604	13619	ак-хепти чуур	выстирать бельё	train
15350	15365	муң рубль ажылдап алыр	заработать тысячу рублей	train
38927	38945	чайлаттынмас шаптыктар	неустранимые помехи	train
44355	44374	ийленир	наклониться	train
3480	3494	Агаар чок	Безвоздушный	train
37783	37801	чаш кеш үндүрер	нарастить новую кожу	train
5905	5920	сиир 	 сухожилие	train
46723	46744	мөңгүннүң	серебряный	train
2485	2499	чугаажок	неизбежный	train
34268	34285	алдарлыг колхозчу	знаменитый колхозник	train
47462	47483	чараа	слюна	train
1932	1946	таарымча чок агаар-бойдустуг зона	неблагоприятная климатическая зона	train
230	244	А ивилерниң ниити баш санын алыр болза, 3 муң хире-ле.	А общее поголовье оленей составляет около 3 тысяч.	train
32977	32994	ону ыт ызырып каапкан 	его собака искусила	train
42915	42934	чогуур өйүнде эвес чугаалаар	сказать не к месту	train
4180	4194	Аргамчылаар	Накидывать аркан	train
11231	11246	картофель сывы	картофельная ботва	train
38091	38109	хөй карта шыйып белеткээр	начертить много карт	train
31723	31739	акша чашканнаар	швырять деньгами	train
12273	12288	хаттыг	ветреный	train
31653	31669	эгези	первые шаги	train
7925	7940	чодур мыйыстыындан – деп	с толстыми рогами – говоря	train
21773	21789	бажын сирбектээр	оттаскать за волосы	train
33906	33923	немец литератураның классиктери	классики немецкой литературы	train
27680	27696	кичээлди үзер	пропустить урок	train
12364	12379	доюлдур чаяр	взбалтывать	train
33708	33725	бөмбүктер чуур	катать шары	train
31599	31615	коргунчуг кем-херек үүлгедии	чудовищное преступление	train
43777	43796	чүнү-даа тоовайн	невзирая на усталость	train
32083	32099	чурукту делгеп көргүзер	экспонировать картину	train
43884	43903	маңаа таакпылап болбас	здесь нельзя курить	train
5811	5826	кыры 	 локтевая кость	train
19848	19864	аът мунарынга өөредир	обучить ездить верхом	train
2301	2315	өскертилге	перемена	train
36273	36291	сыык черге ызыртындырар	посадить на мель	train
7958	7973	Хайырлаңар	Помилуйте	train
35373	35391	амыдыралды сиилең көөрү	легкомысленное отношение к жизни	train
45822	45841	намдавас	неутомимый	train
48666	48687	тигер	ставить	train
1133	1147	Телевидениеге чүве чугаалаар.	Выступать по телевидению.	train
42867	42886	национал биче улус	национальное меньшинство	train
19135	19151	ооң бирги ному үнген	его первая книга вышла	train
4832	4846	сура чок болуру 	 безвестное отсутствие	train
14051	14066	мооң өртээ шуут чиик	этому грош цена	train
41026	41044	чеди чүс алдан ийи	семьсот шестьдесят два	train
4654	4668	Базымча	Глумление	train
12876	12891	шуралгак	водопад	train
1513	1527	сеткилдиң ханызында 	в глубине души	train
14068	14083	муңгаргай көөр	грустно смотреть	train
7195	7210	келир үеде кедергей узун чаштыг бол	пусть вырастет необычно длинная коса	train
47067	47088	кыскаладып будаар	скомкать	train
10402	10417	идегел чок байдал	безнадёжное положение	train
43323	43342	чагыга үстүрер	наехать на столб	train
48655	48676	ыдадыр чорудуптар	ссылать	train
24234	24250	тывынгыр	остроумный	train
25823	25839	берге байдалга таваржыр	попасть в переделку	train
22066	22082	кадагалаттынып арткан чогаалдар	сохранившиеся произведения	train
22763	22779	ханада үт тывылган	в стене образовалась щель	train
48001	48022	кыскаладыр	сокращать	train
30748	30764	тараа белеткелиниң күүселдези	выполнение хлебозаготовок	train
7429	7444	чүгенин тудуп үнерде	когда с уздечками в руках выходит	train
18953	18969	оон дүвүрээзин үнген	вот откуда сыр-бор загорелся	train
19434	19450	малгаш сапыктарга чыпшына берген	грязь облепила сапоги	train
15730	15745	хей чуве ужун алгыш-кырыш болган	ссора произошла из-за пустяков	train
16953	16968	малчыннар чыыжы	слёт животноводов	train
24883	24899	чайлай үңгээр	отползти	train
6633	6648	өлгениниң дугайында херечилел	свидетельство о смерти	train
4478	4492	Багайзымаар	Неважный	train
20239	20255	ээдергей кижи	одурелый человек	train
42892	42911	шип-шимээн	мёртвая тишина	train
7571	7586	Курум адып кагбаан-на мен	Пояс свой не оставлял я	train
8540	8555	изиг адыышкыны	тепловой удар	train
8564	8579	шыдашпайн баар	потерять терпение	train
34221	34238	бир түү көзер	колода карт	train
35334	35352	аспаанга кирер	попасть в лапы	train
46079	46099	кээргээн көрүш	сочувственный взгляд	train
1747	1761	хамааты эрге	гражданство	train
44713	44732	даштынче	наружу	train
6001	6016	ак-куу аът 	 беловато-серая лошадь	train
2536	2550	албан	обязательно	train
10523	10538	эриктиң	береговой	train
45037	45056	дээр хаяазы	часть неба над горизонтом	train
3482	3496	Агаар харылзаазы	Воздушное сообщение	train
36212	36230	бичии-даа саадавайн	не медля ни минуты	train
35550	35568	айның хевири	лик луны	train
15147	15162	хүн ажар өйде	на закате	train
32373	32389	далажыр херек, чүге дээрге орайтай бээр	надо спешить, ибо будет поздно	train
14681	14696	баш дүктери адыя берген	волосы встали дыбом	train
7733	7748	Көргелекте, хөвең дег болзун	Не успеешь заметить – как шерсть словно вата пусть станет	train
5916	5931	кулактың халбыңнары 	 ушные раковины	train
27370	27386	далай суунуң көдүрлүр үези	время прилива	train
3166	3180	Антология тувинской детской литературы	Тыва уруглар чогаалының антологиязы	train
2871	2885	шайны ааксыдыр хайындырар	крепко заварить чай	train
22644	22660	чыт эндевези	обоняние	train
12708	12723	чагааны хавынче сугар	вложить письмо в конверт	train
22185	22201	элдептиг каттыжыышкын	странное сочетание	train
44823	44842	чүдедир	насорить	train
12436	12451	хүн үнген	солнце взошло	train
7686	7701	Хайырлаңар, ток-ток	Приподнесите, ток-ток	train
46950	46971	ханы тар үт	скважина	train
35961	35979	чуга харлыг кыш	малоснежная зима	train
43659	43678	эжик ажык	дверь открыта	train
15720	15735	доктаал үндүрер	издать постановление	train
842	856	Беш чыл планы	Пятилетний план	train
47492	47513	бир бөлүк	смена	train
32577	32593	бүдүрүлгениң чарыгдалдары	издержки производства	train
39021	39039	куду шынарлыг алдын	низкопробное золото	train
2657	2671	дужаал	распоряжение	train
31418	31434	дөрт даванныг амытаннар	четвероногие животные	train
40023	40041	далбаңайныр	махать	train
22870	22886	делгереңгейи-биле тайылбырлаар	обстоятельно объяснить	train
15722	15737	уран чүүл кылыглары	художественные изделия	train
557	571	Бо чүү дээн сөс-түр?	Что означает это слово?	train
25625	25641	парник	парник	train
30958	30974	оода ындыг-даа болза	хоть бы и так	train
13987	14002	хүндүлел бижик	почётная грамота	train
117	131	Ажылдап турар силер бе?	Вы работаете?	train
29584	29600	хөглеп агаарлаары	увеселительная прогулка	train
7285	7300	Удаан дег чыргалдыг болзун	Словно спящий, счастливым пусть будет	train
26360	26376	кижи сириңейни бээр соок, эът-кеъш чымырткайны бээр хире анчыг	мороз по коже подирает	train
48434	48455	аргыыр	сплести	train
12572	12587	серээ	вилка	train
41115	41133	сес чүс бежен бир	восемьсот пятьдесят один	train
7653	7668	Чыглып мынчап, сыңмарлажып – сыңмас	Собравшись вот так, толкаясь – не вмещаясь	train
41853	41871	үргүлчү херек ном	настольная книга	train
47501	47522	өлүр чорук	смертность	train
13870	13885	бодаар	вбить себе в голову	train
14688	14703	арыг агаар тынар	дышать свежим воздухом	train
10461	10476	чугаажок	безусловно	train
7955	7970	Чинниг кылдыр адайн	В навозе чтоб была, так выстрелю	train
41595	41613	ядараан	к сожалению	train
8117	8132	Кезип тур мен	Поэтому рублю	train
5668	5682	кеземче шүүгү бүдүрүлгезиниң киржикчилери 	 участники уголовного судопроизводства	train
46842	46863	символ	символ	train
7602	7617	Чүге өлдүң	Почему ты умерла	train
12898	12913	вожатый	вожатый	train
47185	47206	чаштынар	скрыться	train
32903	32920	ону музыка сонуургадып турар	его интересует музыка	train
6488	6503	илередиг 	изложение	train
35748	35766	багайтыр чугаалаар	говорить на ломаном языке	train
14149	14164	халаска бээр	отдать даром	train
44190	44209	даштынга бижиир	надписать	train
20110	20126	ажар	одержать верх	train
15469	15484	хөөлбек балар-биле дуй шыптынган	пруд затянулся тиной	train
21060	21076	шкаф дүлгүүрү	ключ от шкафа	train
37142	37160	бир шоодайны бирээзиниң кырынче чүдүрер	наваливать один мешок на другой	train
14638	14653	шуут мелегей кижи	дурак дураком	train
12810	12825	дыңналдыр кылдыр	внятно	train
3795	3809	Айгадаң хову	Открытая степь	train
30142	30158	культурлуг деңнел	культурный уровень	train
31465	31481	бүдүн сан	целое число	train
20566	20582	ажылдан озалдаары	опаздание на работу	train
35102	35120	мерген сөстер	крылатые слова	train
38756	38774	дески эвес орук	неровная дорога	train
33132	33149	шынчы ынакшыл	истинная любовь	train
26659	26675	Соңгу полюс	Северный полюс	train
49283	49304	утказы	суть	train
25720	25736	патриоттуг	патриотический	train
17312	17327	чүвениң байдалы кандыг болдур	смотря по обстоятельствам	train
9207	9222	тростник чигири	тростниковый сахар	train
28473	28489	кым-бир кижиге хостуг хөделир арганы бээр	развязать руки кому-либо	train
36677	36695	самолёттуң дүрзүзү	модель самолёта	train
24986	25002	элээди назын	отрочество	train
8619	8634	тудуг техникуму	строительный техникум	train
34978	34996	ол кижиниң арны ак тос	у него ни кровинки в лице	train
8413	8428	улустуң чогаадылгазы	народное творчество	train
12247	12262	хат	ветер	train
3161	3175	Шын чугаалап өөрен	Учись правильно говорить	train
49154	49175	мөөңнээр	стянуть	train
13157	13172	чөптүг чорук тиилээн	справедливость восторжествовала	train
5768	5782	салаа-сайгыт 	 кисть	train
4413	4427	Баалыңныг	Эмалированный	train
19187	19203	ийи муң он бир чылда	в две тысяча одиннадцатом году	train
29691	29707	уругларны өрээлден үндүрер	удалить детей из комнаты	train
19318	19334	школаларның өөредилге номнары-биле хандыртынганы	обеспеченность школ учебниками	train
32542	32558	озалдааны дээш өршээрин дилээр	извиниться за опоздание	train
16179	16194	картофелди дүдүдер	сгноить картофель	train
31387	31403	карта шыяр	чертить карту	train
34523	34540	кым-бир кижи-биле көрүшпес	с кем-либо в контрах	train
26053	26069	чалбыраашталдыр хып үнер	вспыхнуть пламенем	train
25476	25492	пакт	пакт	train
7330	7345	Черниң ай-бези	Саранка и кандык в земле	train
29591	29607	бодунуң частырыын билип каар	увидеть свою ошибку	train
22723	22739	болбаазырадыр	обработать	train
30708	30724	дужааттынмаан шылгалда дужаар	ликвидировать хвост	train
11629	11644	беш каъттыг бажың	дом в пять этажей	train
47890	47911	деткиир	содействовать	train
34854	34871	хөлүн эрттирер	впадать в крайность	train
11277	11292	кыңчыктырбас	брать за глотку	train
9953	9968	кончуг ханы	артезианский	train
42734	42753	чугаалаар аяны	манера говорить	train
23790	23806	дуржулга шөлү	опытное поле	train
45098	45117	барымдаалавайн	невзирая на	train
30758	30774	хөвең өстүрер совхоз	хлопководческий совхоз	train
21227	21243	бичии дөмейи	отдалённое сходство	train
9781	9796	чидиг кызыл апаар	алеть	train
45241	45260	четпес	недостаточный	train
49333	49354	саң-хөө талазы-биле байдал	финансовое положение	train
31047	31063	уйгужу кижилер	сонное царство	train
48542	48563	айтырар	спросить	train
44989	45008	аажок шимээргээр	нашуметь	train
20941	20957	тоовас	оставить без внимания	train
44011	44030	чажырарга-даа көстү бээр	шито белыми нитками	train
39546	39564	даамчырал	апатия	train
2917	2931	ындыг арга-биле	таким способом	train
45170	45189	негр кижи	негр	train
22098	22114	белеткел школазы	подготовительная школа	train
19174	19190	шуут каң-кадык	абсолюно здоров	train
33006	33023	бусталыр бүдүмел	испаряющееся вещество	train
5873	5888	хол 	 рука	train
21211	21227	будук одурулдур өрттенген	сучок отгорел	train
7585	7600	Өртеп каанда, турбайн канчаар	Если привязан – конечно, должен стоять	train
41292	41310	бажыңда бис	мы дома	train
6894	6909	дузааш, улуг эвес от кырынга тудар	посолить, подержать над небольшим огнем	train
31412	31428	ашак биле кадай ийи	супружеская чета	train
7382	7397	Кокай кончуг эвес бе, уруум	Волк очень опасен, дочка	train
7363	7378	Челип четпес	До конца не объезжаемый настолько много	train
41082	41100	сес чүс он сес	восемьсот восемнадцать	train
20688	20704	чогаалчының баштайгы шенелдези	первый опыт писателя	train
33417	33434	мен номчаан мен	я читал	train
47212	47233	сулараар	слабеть	train
37037	37055	ажылдаар эрге	право на труд	train
21070	21086	өйлеп-өйлеп	время от времени	train
21941	21957	кыдыраашты шыйбактаар	оцарапать тетрадь	train
35507	35525	каш харлыг силер	сколько вам лет	train
43240	43259	сыырткыыш хылын сыырткыыш сывынга баглаар	навязать леску на удочку	train
13557	13572	өөрүшкүнү илередир	выразить радость	train
24503	24519	килдис	отдел	train
1329	1343	шаң долуп савазырап турар болзун 	пусть наполнится ваш ток до отказа	train
35662	35680	каразынчыг кижи	подозрительная личность	train
7551	7566	Бода малдың багда дүүп каан	Арканом привязанного крупного скота	train
48174	48195	бокталдырар	сорить	train
19278	19294	хүнге чидиртир	получать солнечные ожоги	train
28736	28752	хоойлулар чыындызы	свод законов	train
6648	6663	сүлчээ	соучастие	train
9440	9455	уйгум кээп тур	меня тянет ко сну	train
39748	39766	дадарыычал	легко ржавеющий	train
1836	1850	өөренген үезин ажыл стажынга санаар	зачесть время учебы в стаж работы	train
37051	37069	бир кулаа дүлей	глухой на одно ухо	train
21951	21967	культура одаа	очаг культуры	train
33611	33628	хөй акша	тугой карман	train
40998	41016	чеди чүс үжен дөрт	семьсот тридцать четыре	train
47662	47683	кудуладыр	снизить	train
42098	42116	быжыы-биле турумчуп чурттаар	пустить корни	train
10638	10653	сергевес	беспробудный	train
22908	22924	чоттунары	обтирание	train
4672	4686	Базындырыг	Унижение	train
31968	31984	баштактанып каар	отделаться шутками	train
7234	7249	Торга дег каас болзун	Словно дятел, пусть будут нарядными	train
3706	3720	Тайга ажыр ужар 	Лететь через тайгу	train
26592	26608	Кым-бир кижиниң өмээржилгези-биле	под чьим-либо покорительством	train
45734	45753	озал-ондак	несчастье	train
31430	31446	тодаргай харыы	чёткий ответ	train
22592	22608	сеткили өөрүүр	ободриться	train
3670	3684	Ажыл төлевири	Плата за работу	train
28378	28394	дески шугум	ровная линия	train
47399	47420	сыга тудар	сложить	train
23646	23662	актыг деп көөрү	оправдание	train
41851	41869	даңгыраан алыр	взять клятву	train
4247	4261	Арыг-силиг кижи	Опрятный человек	train
36255	36273	биче калибрлиг винтовка	мелкокалиберная винтовка	train
16018	16033	шагындан дашкаар ажыл	сверхурочная работа	train
2357	2371	компенсация	компенсация	train
45328	45347	билдинмес	неизвестно	train
33978	33995	шаанчактаар	вбить клин	train
32764	32780	болур	иметь место	train
257	271	Биче болгаш ортумак бизнести деткииринче барык 400 хире млн. рубльди чарыгдаан бис.	Мы почти 400 млн. рублей потратили на поддержку малого и среднего бизнеса.	train
4094	4108	Ол башкы апарган	Он стал учителем	train
6788	6803	дурт сын 	 торс	train
23811	23827	кадык организм	здоровый организм	train
45960	45979	хол	нога	train
25348	25364	дээр булуттардан арылган	небо очистилось от туч	train
48823	48844	стипендия	стипендия	train
33740	33757	бажын чаяр	качать головой	train
39427	39445	алыр кижи көвейде ажы-төл мөзү чок болур	у семи нянек дитя без глазу	train
46905	46926	тоолчу	сказочник	train
20291	20307	шоолуг шимчевес амыдыралдан семириир	ожиреть от сидячего образа жизни	train
10618	10633	кээргел чок	беспощадный	train
44585	44604	чорудар	направить	train
47436	47457	чугаа-соот	слух	train
2223	2237	таңма	штемпель	train
38474	38492	таарымча чок чүүл	неудачный поступок	train
19186	19202	ийи муң тос чылда	в две тысяча девятом году	train
34303	34320	парад командылаар	командовать парадом	train
19929	19945	общинаның черлери	общинные земли	train
13904	13919	бадылаашкынга киришпес	воздержаться от голосования	train
26538	26554	орайтаан үе	позднее время	train
6559	6574	базымча	оскорбление	train
14381	14396	хоорайга чедир беш километр	до города пять километров	train
33453	33470	даш бажың	каменный дом	train
17663	17678	үе-шагга тааржыр чогаал	произведение созвучное эпохе	train
4244	4258	Арыг болуру — кадыкшылдың үндезини	Чистота — залог здоровья	train
22913	22929	чүктешки	обуза	train
49265	49286	дошкун	сурово	train
2184	2198	эки тураның пенсия чыылдазынга киржир	участвовать в добровольном пенсионном накоплении	train
31866	31882	думчуун шүжүледир	шмыгать носом	train
19766	19782	клиентилерни хандырар	обслуживать клиентов	train
49261	49282	кадай	супруга	train
14291	14306	ажыл хүнү	будний день	train
37320	37338	ынаныр мен	я надеюсь	train
30	44	Ыяштап чоруй барган ачам келгеш, мени аажок мактаар боор: «Ёзулуг аңчы-дыр сен, оглум!»	Ушедший собирать дрова отец, придя, наверное, меня очень похвалит: «Сын мой, ты настоящий охотник!».	train
6534	6549	хоойлуга көрдүнген барымдаалар болгаш чурумдан өскээр кижини буруудадып болбазы 	недопустимость привлечения в качестве обвиняемого иначе как на основаниях и порядке, установленном законом	train
34219	34236	библиотека коллектору	библиотечный коллектор	train
45814	45833	үй-балай байдал	неурядица	train
31354	31370	кым-бир кижини кыяр	держать в чёрном теле кого-либо	train
9912	9927	дөрт ай	апрель	train
14267	14282	бодум билир мен	дело вкуса	train
25025	25041	чаштай бээр	отскочить	train
14790	14805	изиг хүн	жаркий день	train
32323	32339	күскү ярмарка	осенняя ярмарка	train
16465	16480	суггарылга четкизи	оросительная сеть	train
42866	42885	эң биче дизе	самое меньшее	train
37745	37763	силерге бо таарышпас-тыр бе	вам это не нравится	train
4404	4418	Баалыктыг	Имеющий седловину	train
15952	15967	аъттың чели таагыланы берген	грива у лошади свалялась	train
25027	25043	хуусаазын сонгаарладыр	отсрочить	train
14093	14108	шыргай арыг	густой лес	train
29966	29982	янзы-бүрү оптуг аргалар хереглээр	прибегать к разным уловкам	train
1834	1848	чыылда кезээ	накопительная часть	train
43066	43085	карактарын чивеңнедир	моргать глазами	train
14272	14287	шынап-ла	на самом деле	train
47820	47841	мырыңай	совсем	train
23946	23962	сууржуң	оседлый	train
46384	46404	кеземче чок арыг үнер	выйти сухим из воды	train
1703	1717	сугар	вложить	train
47632	47653	дериири	снаряжение	train
38715	38733	чалатпаан аалчы	непрошеный гость	train
20013	20029	бодунуң кичээңгейи-биле өөртүр	обязать своим вниманием	train
9408	9423	кым-бир кижиге шаптык болур	быть в тягость кому-либо	train
17512	17527	тергиин чаражы	совершенная красота	train
13151	13166	бажыңны катап тургузары	восстановление дома	train
41202	41220	тос чүс үжен сес	девятьсот тридцать восемь	train
14833	14848	өт ыйлаңгызы	желчный пузырь	train
43250	43269	дургунну сүрүп чедер	нагнать беглеца	train
40656	40674	үш чүс тозан ийи	триста девяносто два	train
22456	22472	дошталган	обледенелый	train
9083	9098	ооң чогу мени дүвүредип тур	меня тревожит его отсутствие	train
28107	28123	бир-ле шагда	рано или поздно	train
44379	44398	чыглыр	накопиться	train
10881	10896	чаагай чыт тарадыр	распространять благоухание	train
41816	41834	печка салыр	класть печь	train
28233	28249	өглениишкинин күш чок деп санаар	расторгнуть брак	train
35733	35751	хөлчок оожум	через час по чайной ложке	train
